Problem,Rationale,options,correct,annotated_formula,linear_formula,category
what is the probability of randomly selecting an arrangement of the letters of the word ` ` mediterranean ' ' in which the first letter is e and the last letter is r ?,"there are 13 letters in mediterranean , out of which e appears thrice , n appears twice , a appears twice , and r appears twice . the number of arrangements of mediterranean is therefore 13 ! / 3 ! 2 ! 2 ! 2 ! the number of arrangements in which the first letter is e and the last letter is r is 11 ! / 2 ! 2 ! 2 ! ( we are left with 11 letters out of which e appears twice , n appears twice and a appears twice ) . p = ( 11 ! / 2 ! 2 ! 2 ! ) / ( 13 ! / 3 ! 2 ! 2 ! 2 ! ) = 11 / ! 2 ! 2 ! 2 ! ∗ 3 ! 2 ! 2 ! 2 ! / 13 ! = 3 ! / 12 ∗ 13 = 1 / 26 answer : c .","a ) 1 / 13 , b ) 1 / 20 , c ) 1 / 26 , d ) 1 / 50 , e ) 1 / 100",c,"divide(multiply(const_3, const_2), multiply(divide(const_26, const_2), multiply(multiply(const_3, const_2), const_2)))","divide(const_26,const_2)|multiply(const_2,const_3)|multiply(#1,const_2)|multiply(#0,#2)|divide(#1,#3)",probability
"there is a 50 % chance jen will visit chile this year , while there is a 25 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ? [ / b ]","""the thing to note in the question is she would not be visiting both . thus p ( chile ) * ( 1 - p ( madagascar ) ) + p ( madagascar ) * ( 1 - p ( chile ) ) which is ( 1 / 2 * 3 / 4 ) + ( 1 / 4 * 1 / 2 ) , 3 / 8 * 1 / 8 = 1 / 2 = 50 % answer : b""","a ) 25 % , b ) 50 % , c ) 62.5 % , d ) 63.5 % , e ) 75 %",b,"multiply(add(multiply(divide(subtract(power(multiply(const_2, const_5), const_2), 50), power(multiply(const_2, const_5), const_2)), divide(25, power(multiply(const_2, const_5), const_2))), multiply(divide(50, power(multiply(const_2, const_5), const_2)), divide(25, power(multiply(const_2, const_5), const_2)))), power(multiply(const_2, const_5), const_2))","multiply(const_2,const_5)|power(#0,const_2)|divide(n1,#1)|divide(n0,#1)|subtract(#1,n0)|divide(#4,#1)|multiply(#3,#2)|multiply(#5,#2)|add(#7,#6)|multiply(#8,#1)|",probability
"a bag contains 3 red , 2 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that the balls drawn contain balls of different colours ?","""total number of balls = 3 + 2 + 4 = 9 n ( s ) = 9 c 3 = 84 n ( e ) = 3 c 1 * 2 c 1 * 4 c 1 = 3 * 2 * 4 = 24 probability = 24 / 84 = 2 / 7 answer is a""","a ) 2 / 7 , b ) 3 / 5 , c ) 3 / 11 , d ) 1 / 4 , e ) 7 / 16",a,"divide(multiply(choose(4, const_2), choose(add(3, 2), const_1)), choose(add(add(3, 2), 4), 3))","add(n0,n1)|choose(n2,const_2)|add(n2,#0)|choose(#0,const_1)|choose(#2,n0)|multiply(#1,#3)|divide(#5,#4)|",probability
there are 9 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,"""first of all you should remember that there is a difference in left and right sock . now no . of way to select any of the sock = 9 and for second = 8 so total methods = 9 * 8 = 72 answer : c""","a ) 62 , b ) 70 , c ) 72 , d ) 71 , e ) 76",c,"add(choose(9, 2), choose(9, 2))","choose(n0,n1)|add(#0,#0)|",probability
how many cubes of 3 cm edge can be cut out of a cube of 18 cm edge,"""number of cubes = ( 18 x 18 x 18 ) / ( 3 x 3 x 3 ) = 216 answer : c""","a ) 36 , b ) 232 , c ) 216 , d ) 455 , e ) 363",c,"divide(volume_cube(18), volume_cube(divide(3, const_100)))","divide(n0,const_100)|volume_cube(n1)|volume_cube(#0)|divide(#1,#2)|",probability
"in a full deck of 52 cards , there are 13 spades . a game is played whereby a card from is chosen at random from the deck . if the card is a spade , a winner is declared . if the card is not a spade , it is returned to the deck , the deck is reshuffled and another card is drawn . this process is repeated until a spade is drawn . what is the probability that one will pick the first spade on the second draw or later ?","favorable case = the spade is picked in the third draw or later unfavorable case = the spade is picked in either first draw or in second draw probability = favorable outcomes / total out comes also probability = 1 - ( unfavorable outcomes / total out comes ) unfavorable case : probability of spade picked in first draw = 13 / 52 = 1 / 4 i . e . , favorable probability = 1 - ( 1 / 4 ) = 3 / 4 answer option : d","a ) 1 / 8 , b ) 1 / 4 , c ) 1 / 2 , d ) 3 / 4 , e ) 7 / 8",d,"subtract(const_1, divide(13, 52))","divide(n1,n0)|subtract(const_1,#0)",probability
"there are 6 red balls and 4 blue balls in a jar . if 3 balls are selected from the jar , what is the probability that all 3 balls selected are red balls ?","""the number of ways of choosing 3 balls from the jar is 10 c 3 = 120 . the number of ways of choosing 3 red balls is 6 c 3 = 20 . p ( 3 red balls ) = 20 / 120 = 1 / 6 . the answer is b .""","a ) 1 / 3 , b ) 1 / 6 , c ) 5 / 12 , d ) 5 / 24 , e ) 7 / 24",b,"divide(choose(4, 3), choose(add(6, 4), 3))","add(n0,n1)|choose(n1,n2)|choose(#0,n2)|divide(#1,#2)|",probability
"a bag contains 10 red jellybeans and 10 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability w that all 3 jellybeans removed from the bag are blue ?",method - 1 10 red jellybeans and 10 blue jellybeans total outcomes = no . of ways to choose 3 jelly bean at random out of a total 20 jellybeans = 20 c 3 = 1140 favourable outcomes = no . of ways to choose 3 jelly bean such that they are all blue out of 10 blue = 10 c 3 = 120 probability = favourable outcomes / total outcomes = 10 c 3 / 20 c 3 probability w = 120 / 1140 = 2 / 19 answer : option b method - 2 probability of first jelly bean to be blue = 10 / 20 [ total 10 blue out of total 20 jellybeans ] probability of second jelly bean to be blue = 9 / 19 [ total 9 blue remaining out of total 19 jellybeans remaining ] probability of third jelly bean to be blue = 8 / 18 [ total 8 blue remaining out of total 18 jellybeans remaining ] required probability = ( 10 / 20 ) * ( 9 / 19 ) * ( 8 / 18 ) = 2 / 19 answer : option b,"a ) 9 / 100 , b ) 2 / 19 , c ) 1 / 8 , d ) 3 / 20 , e ) 3 / 10",b,"divide(choose(10, 3), choose(add(10, 10), 3))","add(n0,n0)|choose(n0,n2)|choose(#0,n2)|divide(#1,#2)",probability
"in a bag containing 3 balls , a white ball was placed and then 1 ball was taken out at random . what isthe probability that theextracted ball would turn on to be white , if all possible hypothesis concerning the color of the balls that initially in the bag were equally possible ?","""since , all possible hypothesis regarding the colour of the balls are equally likely , therefore these could be 3 white balls , initially in the bag . ∴ required probability = 1 / 4 [ 1 + 3 / 4 + 1 / 2 + 1 / 4 ] = 1 / 4 [ ( 4 + 3 + 2 + 1 ) / 4 ] = 5 / 8 b""","a ) 2 / 3 , b ) 5 / 8 , c ) 3 / 5 , d ) 4 / 7 , e ) 5 / 8",b,"divide(add(1, add(divide(1, const_2), add(divide(1, add(1, 3)), divide(3, add(1, 3))))), add(1, 3))","add(n0,n1)|divide(n1,const_2)|divide(n1,#0)|divide(n0,#0)|add(#2,#3)|add(#4,#1)|add(n1,#5)|divide(#6,#0)|",probability
a number is selected at random from the first 40 natural numbers . what is the probability that the number is a multiple of either 2 or 21 ?,"""number of multiples of 2 from 1 through 40 = 40 / 2 = 20 number of multiples of 21 from 1 through 40 = 40 / 21 = 1 number of multiples of 2 and 21 both from 1 through 40 = number of multiples of 21 * 2 ( = 42 ) = 0 total favourable cases = 20 + 1 - 0 = 21 probability = 21 / 40 answer : option a""","a ) 21 / 40 , b ) 2 / 5 , c ) 7 / 15 , d ) 4 / 15 , e ) 11 / 30",a,"divide(add(floor(divide(40, 2)), divide(40, 21)), 40)","divide(n0,n2)|divide(n0,n1)|floor(#1)|add(#0,#2)|divide(#3,n0)|",probability
"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land tails up exactly once in 3 consecutive flips ?",total number of ways in which h or t can appear in 3 tosses of coin is = 2 * 2 * 2 = 8 ways for 2 t and 1 th thus probability is = p ( htt ) + p ( tth ) + p ( tht ) = 1 / 8 + 1 / 8 + 1 / 8 = 3 / 8 = . 375 answer : b,"a ) 0.125 , b ) 0.375 , c ) 0.325 , d ) 0.5 , e ) 0.666",b,"multiply(power(divide(const_1, const_2), const_3), 3)","divide(const_1,const_2)|power(#0,const_3)|multiply(n0,#1)",probability
jane and thomas are among the 6 people from which a committee of 3 people is to be selected . how many different possible committees of 3 people can be selected from these 6 people if at least one of either jane or thomas is to be selected ?,the total number of ways to choose 3 people from 6 is 6 c 3 = 20 . the number of committees without jane or thomas is 4 c 3 = 4 . there are 20 - 4 = 16 possible committees which include jane and / or thomas . the answer is c .,"a ) 12 , b ) 14 , c ) 16 , d ) 18 , e ) 20",c,"add(add(choose(6, const_1), choose(6, const_1)), choose(const_4, const_1))","choose(n0,const_1)|choose(const_4,const_1)|add(#0,#0)|add(#2,#1)",probability
"there is a 30 % chance jen will visit chile this year , while there is a 50 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ?",p ( chile and not madagascar ) = 0.3 * 0.5 = 0.15 p ( madagascar and not chile ) = 0.5 * 0.7 = 0.35 total probability = 0.15 + 0.35 = 0.5 = 50 % the answer is c .,"a ) 25.0 % , b ) 37.5 % , c ) 50.0 % , d ) 62.5 % , e ) 75 %",c,"multiply(add(multiply(divide(subtract(power(multiply(const_2, const_5), const_2), 30), power(multiply(const_2, const_5), const_2)), divide(50, power(multiply(const_2, const_5), const_2))), multiply(divide(30, power(multiply(const_2, const_5), const_2)), divide(50, power(multiply(const_2, const_5), const_2)))), power(multiply(const_2, const_5), const_2))","multiply(const_2,const_5)|power(#0,const_2)|divide(n1,#1)|divide(n0,#1)|subtract(#1,n0)|divide(#4,#1)|multiply(#3,#2)|multiply(#5,#2)|add(#7,#6)|multiply(#8,#1)",probability
a fair coin is tossed 15 times . what is the probability of getting more heads than tails in 15 tosses ?,"""on each toss , the probability of getting a head is 1 / 2 and the probability of getting a tail is 1 / 2 . there is no way to get the same number of heads and tails on an odd number of tosses . there will either be more heads or more tails . then there must be more heads on half of the possible outcomes and more tails on half of the possible outcomes . p ( more heads ) = 1 / 2 the answer is a .""","a ) 1 / 2 , b ) 63 / 128 , c ) 4 / 7 , d ) 61 / 256 , e ) 63 / 64",a,"divide(add(add(add(choose(15, const_2), choose(15, const_3)), choose(15, const_4)), choose(15, 15)), power(const_2, 15))","choose(n0,const_2)|choose(n0,const_3)|choose(n0,const_4)|choose(n0,n0)|power(const_2,n0)|add(#0,#1)|add(#5,#2)|add(#6,#3)|divide(#7,#4)|",probability
"30 ladies and 60 gentlemen are present at a party . there are 23 couples among them . if a lady and a gentleman is selected at random , what is the probability that they will be a couple ?","in how many ways we can select a woman and a man from 30 women and 60 men ? in 30 * 60 = 1800 ways . we have a total of 23 couples so , the probability of selecting a couple is 23 / 1800 = 23 / 1800 . ans - e","a ) 1 / 200 , b ) 1 / 100 , c ) 1 / 50 , d ) 1 / 40 , e ) 23 / 1800",e,"divide(23, multiply(30, 60))","multiply(n0,n1)|divide(n2,#0)",probability
"at a conference table , 6 employees gather around a table . one of the employees is the manager and he sits at the head of the table . two of the employees sit on either side of the table . how many different seating arrangements can be made with these 6 employees ?",head ' s sit is fixed . now 5 people is left with 5 seats . 5 people can sit on 5 seats in 5 ! ways or 120 ways . ans is d,"a ) 60 , b ) 80 , c ) 100 , d ) 120 , e ) 140",d,"factorial(subtract(6, const_1))","subtract(n0,const_1)|factorial(#0)",probability
"an urn contains 5 red , 6 blue and 8 green balls . 4 balls are randomly selected from the urn , find the probability that the drawn ball are 1 blue and 1 red and 2 green balls ?","""sample space = no . of ways 4 balls were drawn from urn = 19 c 4 = 3876 no . ways 1 blue and 1 red and 2 green balls were drawn from bag = 6 c 1 * 5 c 1 * 8 c 2 = 840 probability = 840 / 3876 = 70 / 323 ans - a""","a ) 70 / 323 , b ) 50 / 323 , c ) 52 / 969 , d ) 60 / 323 , e ) 25 / 321",a,"divide(multiply(choose(6, 1), choose(5, 1)), choose(add(add(5, 6), 8), 4))","add(n0,n1)|choose(n1,n4)|choose(n0,n5)|add(n2,#0)|multiply(#1,#2)|choose(#3,n3)|divide(#4,#5)|",probability
jane and thomas are among the 7 people from which a committee of 4 people is to be selected . how many different possible committees of 4 people can be selected from these 7 people if at least one of either jane or thomas is to be selected ?,"""the total number of ways to choose 4 people from 7 is 7 c 4 = 35 . the number of committees without jane or thomas is 5 c 4 = 5 . there are 35 - 5 = 30 possible committees which include jane and / or thomas . the answer is a .""","a ) 30 , b ) 45 , c ) 55 , d ) 65 , e ) 70",a,"add(add(choose(7, const_1), choose(7, const_1)), choose(const_4, const_1))","choose(n0,const_1)|choose(const_4,const_1)|add(#0,#0)|add(#2,#1)|",probability
"from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a club and the second card is a king ?","""p ( club ) = 1 / 4 p ( king ) = 1 / 13 p ( club then a king ) = 1 / 4 * 1 / 13 = 1 / 52 the answer is d .""","a ) 2 / 13 , b ) 1 / 26 , c ) 5 / 26 , d ) 1 / 52 , e ) 17 / 52",d,"multiply(divide(add(multiply(const_3, const_4), const_1), const_52), divide(const_2, const_52))","divide(const_2,const_52)|multiply(const_3,const_4)|add(#1,const_1)|divide(#2,const_52)|multiply(#3,#0)|",probability
"a bag contains 6 white marbles and 6 black marbles . if each of 6 girls and 6 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?","""first , total ways to select for all boys and girls , i . e 12 ! / ( 6 ! * 6 ! ) = 12 * 11 * 10 * 9 * 8 * 7 / 6 * 5 * 4 * 3 * 2 = 924 then there are one two way girls can have all same colors , either white or black . the number of ways in which 6 girls can select 6 white balls = 6 c 6 = 1 the number of ways in which 6 girls can select 6 black balls = 6 c 6 = 1 therefore , total favorable outcomes / total outcomes = 2 / 924 = 1 / 462 d""","a ) 1 / 35 , b ) 1 / 10 , c ) 1 / 3 , d ) 1 / 462 , e ) 1 / 252",d,"divide(const_2, choose(add(6, 6), 6))","add(n0,n0)|choose(#0,n0)|divide(const_2,#1)|",probability
"a bag contains 4 white marbles and 4 black marbles . if each of 4 girls and 4 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?","""first , total ways to select for all boys and girls , i . e 8 ! / ( 4 ! * 4 ! ) = 8 * 7 * 6 * 5 * 4 * 3 * 2 * 1 / 4 * 3 * 2 * 1 * 4 * 3 * 2 * 1 = 70 then there are one two way girls can have all same colors , either white or black . the number of ways in which 4 girls can select 4 white balls = 4 c 4 = 1 the number of ways in which 4 girls can select 4 black balls = 4 c 4 = 1 therefore , total favorable outcomes / total outcomes = 2 / 70 = 1 / 35 a""","a ) 1 / 35 , b ) 1 / 9 , c ) 1 / 10 , d ) 1 / 20 , e ) 1 / 30",a,"divide(const_2, choose(add(4, 4), 4))","add(n0,n0)|choose(#0,n0)|divide(const_2,#1)|",probability
"a basket contains 8 apples , of which 1 is spoiled and the rest are good . if we select 2 apples from the basket simultaneously and at random , what is the probability that the 2 apples selected will include the spoiled apple ?","""the total number of ways to choose 2 apples is 8 c 2 = 28 the number of ways that include the spoiled apple is 7 c 1 = 7 p ( the spoiled apple is included ) = 7 / 28 = 1 / 4 the answer is c .""","a ) 1 / 2 , b ) 1 / 3 , c ) 1 / 4 , d ) 1 / 5 , e ) 1 / 6",c,"divide(choose(subtract(8, 1), 1), choose(8, 2))","choose(n0,n2)|subtract(n0,n1)|choose(#1,n1)|divide(#2,#0)|",probability
a card is drawn from a pack of 52 cards . the probability of getting a face card ?,"""clearly in the 52 cards out of which there are 16 face cards . probability of getting a face card = 16 / 52 = 4 / 13 correct option is d""","a ) 2 / 15 , b ) 2 / 13 , c ) 1 / 15 , d ) 4 / 13 , e ) 5 / 7",d,"divide(subtract(52, multiply(const_4, const_4)), 52)","multiply(const_4,const_4)|subtract(n0,#0)|divide(#1,n0)|",probability
"a life insurance company insured 25,000 young boys , 14,000 young girls and 16,000 young adults . the probability of death within 10 years of a young boy , young girl and a young adult are 0.02 , 0.03 and 0.15 respectively . one insured person dies . what is the probability that the dead person is a young boy ?","the number of young boys that will die = 0.02 x 25,000 = 500 the number of young girls that will die = 0.03 x 14,000 = 420 the number of young adults that will die = 0.15 x 16,000 = 2400 the required probability = the number of young boys who will die / the total number of people who will die . = 500 / ( 500 + 420 + 2400 ) = 25 / 166 answer : b","a ) 36 / 165 , b ) 25 / 166 , c ) 26 / 165 , d ) 32 / 165 , e ) 33 / 165",b,"divide(multiply(0.02, power(const_5, const_2)), add(add(multiply(0.02, power(const_5, const_2)), multiply(0.03, multiply(add(const_3, const_4), const_2))), multiply(power(const_4, const_2), 0.15)))","add(const_3,const_4)|power(const_5,const_2)|power(const_4,const_2)|multiply(n4,#1)|multiply(#0,const_2)|multiply(n6,#2)|multiply(n5,#4)|add(#3,#6)|add(#7,#5)|divide(#3,#8)",probability
